cajas;marcas;CLIENTES;VTAS;GRUPO
14;182;889;1197;2
0;42;105;203;3
14;182;1015;1197;2
7;49;259;623;3
7;49;203;406;3
21;133;553;581;2
14;63;231;455;2
14;119;623;805;2
7;161;532;707;3
14;42;189;280;2
7;70;350;686;3
14;98;315;420;2
7;35;112;182;3
21;42;126;147;2
7;35;98;98;3
7;42;189;336;3
14;21;70;133;3
21;98;357;434;2
7;91;189;161;3
14;56;189;280;2
14;140;959;1484;1
21;147;924;1554;2
14;140;854;2135;1
0;35;154;413;3
7;63;343;525;3
7;77;658;1344;1
28;168;679;819;2
14;112;903;1736;1
21;56;189;301;2
14;56;161;217;2
7;7;42;126;3
14;14;35;77;3
14;35;119;154;2
14;168;679;889;2
14;56;119;98;3
14;63;175;133;2
28;98;581;2002;1
21;399;3815;7224;1
14;308;2457;5229;1
35;420;3458;6139;1
28;385;3409;6426;1
21;364;3234;7042;1
14;329;2520;4179;1
21;224;1001;1050;2
14;105;455;672;2
21;182;854;1974;2
7;175;644;819;3
14;126;392;588;2
14;105;413;602;2
28;252;1568;3990;1
14;91;336;546;2
14;217;889;847;2
14;84;252;259;3
7;28;126;217;3
7;84;315;511;3
21;98;448;1148;2
14;98;462;903;2
21;203;791;665;2
7;21;63;161;3
21;84;371;896;2
14;105;357;742;2
14;119;364;756;2
7;119;462;966;3
21;252;994;1155;2
14;84;329;630;3
14;77;329;434;2
7;42;140;336;3
7;266;1386;2394;1
7;91;357;588;3
21;266;1526;3822;1
28;161;714;798;2
14;70;210;448;2
7;63;238;434;3
14;175;637;630;2
21;252;1274;1988;1
7;105;476;861;3
21;147;672;833;2
14;42;133;203;2
7;35;105;77;3
21;126;532;427;2
7;35;154;434;3
14;147;644;833;2
7;70;210;182;3
0;56;140;98;3
7;35;84;91;3
7;0;0;0;3
7;49;147;126;3
21;119;406;644;2
7;119;364;581;3
14;112;455;770;2
14;259;1477;2849;1
14;91;329;595;2
21;252;1386;2247;1
21;126;511;560;2
14;91;294;273;3
7;70;308;847;3
7;70;217;784;3
14;35;182;434;2
7;70;196;343;3
21;98;287;448;2
7;91;392;812;3
14;70;294;532;2
7;63;196;560;3
7;49;203;175;3
7;7;49;168;3
14;196;770;707;2
14;140;616;602;2
28;203;1043;1484;1
7;203;588;805;3
14;21;70;140;3
21;196;777;798;2
14;189;686;847;2
14;91;273;252;3
14;147;602;889;2
21;168;623;679;2
14;133;357;448;2
21;133;511;693;2
21;245;1036;1092;2
21;70;175;238;2
7;28;77;56;3
21;175;672;728;2
21;21;42;119;3
14;203;994;1659;2
21;252;1505;4375;1
7;91;385;735;3
7;42;105;154;3
21;28;119;238;3
21;56;147;350;3
0;0;0;0;3
7;56;189;364;3
14;105;483;679;2
7;98;343;525;3
7;105;385;609;3
21;154;441;560;2
14;49;196;231;3
21;196;966;1442;2
21;168;1064;2947;1
7;119;308;567;3
7;154;630;875;3
21;91;385;525;2
7;49;175;301;3
21;154;742;889;2
14;91;287;574;2
14;238;924;861;2
7;35;119;224;3
14;133;539;658;1
21;189;847;896;2
7;77;364;609;3
7;49;133;308;3
14;98;483;735;2
14;112;518;532;2
21;105;623;728;2
7;161;938;1302;3
21;126;616;1701;2
14;70;350;462;2
7;84;203;238;3
14;70;252;357;2
21;378;2947;8729;1
7;28;84;329;3
21;161;1085;1659;1
14;14;63;84;3
7;98;371;665;3
7;35;70;35;3
7;56;273;371;3
14;112;357;1246;2
7;112;385;392;3
28;133;469;455;2
14;84;427;385;3
7;133;350;364;3
14;105;287;840;2
14;119;315;280;3
7;133;910;1505;1
14;147;770;917;2
7;98;434;546;3
7;21;91;399;3
21;140;630;707;2
35;238;1344;1806;1
7;35;119;224;3
7;77;231;287;3
21;259;1687;4396;1
14;140;406;539;2
21;154;700;896;2
7;49;203;532;3
14;91;357;630;3
7;49;105;105;3
21;154;567;735;2
7;203;847;1050;3
7;56;378;630;3
7;112;399;616;3
7;182;805;994;3
7;56;147;119;3
7;70;245;637;3
14;133;420;406;3
21;140;616;959;2
21;161;707;1022;2
14;91;280;364;3
7;35;84;189;3
7;42;105;112;3
35;252;1813;3493;1
7;133;609;714;3
14;133;875;1043;2
14;133;511;763;2
21;133;518;623;2
7;77;196;224;3
7;63;231;448;3
21;196;840;903;2
7;91;560;931;3
7;35;189;231;3
7;84;203;434;3
7;35;91;196;3
7;140;595;917;3
14;91;329;434;3
7;49;140;259;3
28;161;1022;2758;1
7;84;497;924;3
21;336;2499;4221;1
7;217;1491;2541;1
7;231;1799;2681;1
7;63;259;287;3
7;28;196;567;3
0;77;217;350;3
7;35;154;245;3
7;91;273;322;3
14;126;616;973;2
7;161;525;616;3
14;238;1225;2226;2
7;21;133;168;3
14;126;434;756;2
14;98;497;945;2
21;112;448;1946;2
0;0;0;0;3
21;245;1365;1610;1
14;154;749;847;2
21;84;371;973;2
21;84;280;518;2
14;49;196;413;2
7;35;168;238;3
21;231;1106;1302;2
21;252;1246;1848;1
14;112;371;1407;1
14;63;308;357;2
7;98;273;371;3
7;91;392;434;3
7;63;322;392;3
14;154;525;609;2
7;98;441;847;3
7;28;112;175;3
7;70;385;770;3
7;98;343;784;3
0;105;308;497;3
7;35;119;224;3
7;49;224;210;3
7;70;371;420;3
21;182;721;742;2
7;105;427;1764;3
7;56;371;1323;3
14;35;161;217;2
21;231;1050;1309;2
7;63;238;406;3
14;175;665;1029;2
7;126;770;994;3
21;161;1239;1533;1
7;133;735;1015;3
7;168;910;1162;3
21;182;1351;2079;1
7;49;217;490;3
21;161;973;2625;1
7;63;350;343;3
7;189;812;994;3
21;84;581;1120;2
14;91;301;1106;2
14;133;448;350;3
14;105;406;602;2
14;112;658;1316;2
21;350;2583;4690;1
14;56;231;280;2
21;161;945;2674;2
7;112;777;1652;1
14;91;427;665;2
21;175;791;924;2
21;49;217;532;2
7;133;399;518;3
7;42;154;483;3
21;112;434;357;3
14;91;301;357;3
14;91;385;336;3
14;91;322;287;3
21;133;574;581;2
14;133;476;490;2
21;119;420;413;3
14;133;504;322;3
21;196;812;980;2
21;147;567;427;2
28;140;574;525;2
21;84;315;532;2
14;168;735;616;2
14;154;903;1575;1
21;189;826;1064;2
21;217;966;1148;2
21;105;378;413;3
14;63;455;686;2
0;56;182;301;3
7;161;623;574;3
28;252;1575;2772;1
21;203;917;1442;2
7;91;525;805;3
14;105;378;413;3
21;280;2338;4991;1
14;84;364;679;2
7;105;455;574;3
14;133;497;406;3
14;21;77;126;3
14;336;1743;3892;1
14;119;602;1204;2
14;28;133;112;2
14;49;266;392;2
7;56;259;448;3
14;182;980;1540;2
7;119;518;511;3
7;84;504;1239;3
14;56;196;371;2
7;147;560;700;3
7;42;203;364;3
21;77;294;392;3
14;105;294;392;2
7;63;196;280;3
7;217;938;980;3
21;133;812;2079;2
7;70;329;357;3
14;154;623;840;2
28;84;434;539;2
14;84;448;399;2
14;294;1820;3066;1
7;42;252;623;3
21;231;1057;1036;2
14;21;119;175;2
0;63;140;140;3
21;161;798;1148;2
14;175;917;1841;2
14;35;196;252;2
21;140;539;658;2
14;56;231;301;2
7;42;112;84;3
14;98;357;455;2
7;315;2093;3507;1
14;70;357;784;2
0;91;392;553;3
14;133;525;532;2
7;21;105;175;3
14;35;147;168;2
7;112;588;700;3
21;147;658;707;2
14;112;700;2072;2
7;154;644;749;3
0;168;679;938;3
7;140;518;602;3
7;91;350;525;3
7;98;385;392;3
0;70;182;336;3
7;98;245;357;3
7;49;140;385;3
14;126;504;665;2
7;42;91;49;3
7;56;133;154;3
7;105;343;399;3
7;84;217;378;3
7;42;133;259;3
7;49;161;413;3
21;119;546;630;2
14;112;532;728;2
7;98;329;777;3
7;91;252;273;3
28;140;616;1113;2
7;98;301;329;3
7;42;133;140;3
7;42;182;287;3
7;21;42;84;3
7;91;210;175;3
14;105;329;448;3
21;154;609;784;2
14;154;686;805;2
21;196;882;910;2
14;196;791;728;2
21;168;756;1106;2
21;315;2121;2800;1
14;140;588;735;2
21;126;539;721;2
7;98;595;1554;3
7;105;630;1638;3
7;105;413;742;3
7;105;378;588;3
0;105;406;644;3
7;49;308;861;3
7;105;483;896;3
7;70;252;434;3
7;49;280;861;3
7;42;154;301;3
21;77;371;686;2
21;56;231;392;3
7;49;287;924;3
7;49;175;308;3
14;56;133;98;3
7;133;602;749;3
14;77;259;273;3
28;189;728;630;2
7;56;203;168;3
14;252;1470;1799;1
7;14;63;70;3
7;161;819;861;3
7;112;490;896;3
7;98;371;1316;3
21;119;644;672;2
14;77;301;483;2
14;182;1162;1939;2
21;161;637;833;2
14;119;364;616;3
21;133;560;1148;1
21;189;938;1330;2
7;91;322;805;3
7;105;294;553;3
14;70;238;350;3
21;210;896;1001;2
14;49;140;266;3
21;140;875;2842;2
28;210;1239;2058;1
14;168;896;1918;2
21;175;987;3220;2
28;84;294;441;2
21;175;700;770;2
7;196;826;938;3
7;133;574;546;3
21;224;1225;1953;2
7;70;189;315;3
14;105;434;686;2
21;182;798;798;2
7;63;189;532;3
7;28;105;308;3
21;105;448;847;2
21;112;420;350;2
7;98;231;161;3
7;210;637;581;3
14;21;147;224;3
7;56;301;595;3
14;98;427;574;2
21;105;441;938;2
7;98;259;539;3
14;224;1015;1330;2
21;238;1435;2009;1
21;49;175;273;3
14;287;1575;2100;1
7;56;133;217;3
14;273;1561;3997;1
14;35;133;259;2
14;63;287;497;2
21;56;245;266;2
14;182;1064;1771;1
7;63;147;252;3
14;252;1015;1449;1
7;63;231;637;3
7;119;315;777;3
21;49;161;273;2
14;105;420;840;2
21;105;322;616;2
14;217;1148;1400;2
14;140;945;2842;1
14;63;280;896;3
21;84;308;399;3
7;56;161;196;3
14;196;1092;1596;2
21;182;1428;1911;1
14;84;532;1064;2
14;91;252;336;3
14;119;322;679;3
7;63;161;329;3
28;112;399;385;2
14;189;1092;3633;2
7;168;441;476;3
21;224;1057;2079;2
14;77;294;749;3
21;217;938;1120;2
21;105;539;777;2
14;133;595;1617;1
21;147;539;532;2
14;175;497;672;2
7;140;455;609;3
7;14;70;182;3
7;147;693;1624;3
7;161;854;1400;3
7;301;1519;2086;1
14;84;196;280;3
14;168;847;1267;2
7;280;1211;3248;2
14;154;497;728;2
7;189;833;1176;3
14;203;805;959;2
14;42;175;735;2
21;84;371;483;2
21;203;854;1043;2
14;42;210;434;2
7;308;1848;2373;1
7;224;945;910;3
14;259;1344;2296;1
7;280;1064;1176;3
7;112;623;833;3
21;231;1267;1603;1
21;49;168;329;3
21;168;798;1351;2
21;147;595;763;2
7;77;217;532;3
14;154;798;1197;2
14;182;728;2177;2
21;98;420;392;3
56;126;546;749;1
7;126;560;1008;2
7;189;945;1428;3
7;14;63;273;3
21;217;1267;2093;1
21;112;581;1848;1
21;84;322;812;2
7;203;616;658;3
21;231;1407;1666;1
14;140;553;840;2
21;210;1288;3570;1
21;161;1764;2674;1
14;182;644;658;2
21;35;343;819;2
21;147;826;1596;1
21;273;1260;1232;2
7;98;413;574;3
21;77;322;392;3
21;210;1078;1603;1
14;91;357;455;2
28;259;1309;4417;1
14;119;455;581;2
14;168;812;1001;2
7;210;812;1372;3
14;56;238;210;2
7;35;105;168;3
7;112;329;756;3
14;259;1127;1799;2
21;329;1617;1855;1
21;168;735;966;1
7;63;462;1386;3
14;273;1687;2114;1
7;154;420;637;3
21;196;861;1288;2
7;119;490;553;3
7;329;1659;2779;1
21;210;1001;1659;1
21;245;1491;2562;1
7;126;1393;2730;2
0;126;994;1505;3
14;203;1260;1848;2
14;322;1666;1680;1
21;182;938;1169;2
7;168;1043;1295;2
14;203;1344;1904;1
7;105;329;322;3
14;161;910;1232;2
7;70;322;777;3
35;119;490;2226;1
7;21;63;273;3
21;182;882;1911;2
14;119;770;1190;2
14;112;539;1148;2
21;245;1169;5880;1
21;175;672;847;2
7;259;1393;1946;1
7;84;392;637;3
7;210;1316;2065;1
7;161;581;679;3
7;126;609;693;3
7;140;735;2625;2
14;126;294;476;3
28;343;2415;3010;1
14;133;763;1190;2
7;105;490;448;3
14;140;644;966;2
21;238;1127;1750;1
7;21;56;189;3
7;224;1281;1834;1
7;154;581;854;3
21;98;350;749;2
14;140;637;847;2
21;126;567;616;2
21;147;819;1561;2
14;217;1218;1925;1
14;217;1253;1911;1
14;210;1071;1337;2
7;63;266;700;3
0;224;1022;1253;3
21;133;679;1001;2
21;175;791;588;2
14;126;504;553;2
7;70;252;672;3
7;63;203;161;3
21;133;595;714;2
7;84;336;406;3
7;70;406;672;3
7;63;238;371;3
21;238;931;1897;2
14;168;560;476;3
14;70;385;826;2
35;105;455;539;1
7;63;308;903;3
21;210;1113;3885;1
14;56;224;448;2
7;119;532;903;3
7;126;406;623;3
14;175;1148;1890;1
14;35;147;595;3
7;63;161;322;3
7;238;980;1645;3
14;147;672;819;2
21;210;1176;1302;2
35;175;1505;3584;1
7;168;791;1715;3
21;217;1295;1904;1
7;119;385;1309;3
14;126;441;616;2
21;147;651;854;2
14;147;644;1582;2
7;7;28;105;3
7;49;105;182;3
7;161;756;1848;3
7;77;245;343;3
7;203;763;2009;3
21;231;945;2569;2
7;84;371;364;3
14;105;602;721;2
21;378;2646;4403;1
21;98;364;441;2
21;224;1344;2674;1
7;35;112;315;3
14;42;217;462;2
28;161;665;889;2
35;259;3010;5747;1
21;147;623;777;2
14;70;196;266;3
14;126;448;504;2
14;140;448;525;3
21;91;343;938;2
21;175;875;1428;1
21;203;1078;1393;2
7;210;1022;1386;3
21;98;511;896;2
14;147;497;700;3
14;112;434;749;2
7;112;427;861;3
7;161;1022;1428;3
21;378;4648;9975;1
21;70;280;574;2
21;210;1197;1757;1
7;98;420;497;3
14;77;476;833;2
7;77;203;483;3
14;119;546;616;2
14;140;700;980;2
14;161;791;1183;2
14;210;1141;1526;1
14;49;182;315;3
21;259;1904;3528;1
14;231;994;2184;1
7;119;273;343;3
21;287;1197;1190;2
14;133;616;1260;2
7;133;378;560;3
14;161;903;2233;2
7;119;602;868;3
21;154;532;574;2
21;273;1897;3171;1
14;182;1197;1673;1
21;56;273;434;2
14;49;322;994;2
7;14;35;42;3
7;175;805;784;3
7;112;427;399;3
21;161;658;1288;2
7;175;735;2107;2
21;133;658;749;2
21;203;1715;3052;1
7;140;497;931;3
14;119;532;672;2
7;63;308;567;3
14;28;91;98;3
21;175;868;1232;2
14;273;1477;2653;2
14;175;1316;2457;1
28;126;441;511;2
14;91;371;924;2
7;119;378;420;3
21;203;1078;1519;1
14;252;1330;1512;1
21;217;693;875;2
7;63;140;217;3
35;238;1596;4039;1
21;168;637;602;2
14;175;854;1127;2
7;91;315;560;3
14;133;490;658;2
7;189;959;1246;3
14;175;1092;1484;1
14;77;252;434;3
7;84;231;329;3
14;203;952;1918;2
7;14;49;350;3
21;224;1253;1561;2
14;140;490;707;2
21;168;1099;2331;2
7;7;28;63;3
21;224;1386;4515;1
21;189;1078;1442;1
28;315;2457;4963;1
28;175;742;959;2
21;140;623;875;2
21;294;1379;4410;1
21;175;686;602;2
21;336;1680;1785;1
21;161;903;1057;2
7;224;938;1351;3
14;77;427;455;2
14;182;546;700;2
14;273;1477;1904;2
7;147;378;455;3
14;126;525;875;2
7;77;301;504;3
14;112;357;245;3
21;91;406;763;2
14;77;210;280;3
14;154;469;903;2
21;371;2723;4921;1
14;42;126;161;3
14;175;889;1701;2
14;203;1127;1169;2
7;210;1197;1806;1
7;14;63;217;3
14;168;763;819;2
21;112;308;560;2
7;112;602;826;3
21;161;616;658;2
21;140;672;1407;2
14;140;728;1323;2
21;189;1029;1295;2
7;105;287;553;3
21;308;3794;7896;1
21;126;546;777;2
7;14;35;21;3
14;84;315;364;3
14;91;511;581;2
7;77;182;112;3
7;140;546;581;3
7;98;322;539;3
14;231;1421;1827;1
21;371;4039;7938;1
7;35;140;140;3
21;210;1183;2135;1
7;42;168;189;3
14;63;203;455;2
14;168;532;819;2
28;203;910;1302;2
7;56;140;287;3
14;84;336;1575;1
7;91;644;1001;3
14;42;231;301;2
14;140;770;1197;2
7;182;567;609;3
14;84;238;308;3
7;161;581;735;3
7;168;756;1204;3
7;49;175;427;3
14;126;504;896;2
14;84;322;791;2
21;140;770;1414;1
7;91;357;637;3
14;70;259;427;3
14;42;273;385;2
7;154;588;623;3
7;56;161;203;3
7;168;896;1344;3
7;56;154;147;3
7;175;868;1358;3
14;154;1309;1897;1
7;119;567;756;3
7;140;532;469;3
7;49;245;462;3
7;91;294;364;3
28;266;1456;2359;1
14;238;1120;1659;1
21;266;1631;2478;1
14;98;469;693;2
7;70;315;329;3
0;49;217;945;3
14;175;721;784;2
21;161;763;1148;2
7;49;252;280;3
7;42;161;497;3
21;133;1673;2513;1
21;189;749;875;2
7;182;777;1316;3
21;147;735;1372;2
14;14;28;35;3
7;224;1148;1827;1
14;112;287;539;2
21;364;2688;5131;1
14;147;700;903;2
14;49;189;231;3
14;161;644;1337;2
14;161;756;749;2
14;84;378;455;2
7;203;882;966;3
14;14;70;140;3
7;119;406;483;3
14;161;553;756;2
7;154;406;266;3
21;105;448;560;2
7;168;665;1246;3
21;126;574;798;2
14;168;532;546;2
21;259;1680;5292;1
14;245;1442;2275;1
21;259;1351;2541;1
14;126;497;686;2
21;112;413;595;2
7;98;469;903;3
7;42;203;196;3
0;28;98;203;3
7;63;287;1183;3
7;161;504;889;3
14;21;98;343;3
14;84;203;469;3
21;189;854;980;2
14;182;749;812;2
7;126;518;917;3
7;49;238;693;3
14;105;413;553;2
7;70;266;273;3
21;189;910;1134;2
14;203;826;1967;2
7;56;308;1022;3
7;21;91;336;3
14;119;336;546;2
14;294;1785;2156;1
14;196;826;910;2
21;112;693;3591;2
21;203;1715;4508;1
7;35;196;581;3
21;77;301;287;3
7;49;203;511;3
14;133;483;672;2
21;175;651;966;2
14;98;392;574;2
7;63;322;798;3
7;105;336;385;3
0;56;413;616;3
7;329;2254;3500;1
14;217;672;672;2
14;126;623;903;2
14;210;1204;1512;2
7;161;672;1071;3
21;371;4382;8918;1
7;70;189;224;3
14;84;252;392;3
7;238;1211;2422;1
7;28;84;70;3
14;273;1407;1785;1
14;154;1099;2121;2
21;259;1204;1127;2
21;77;490;1001;2
14;91;280;448;2
7;357;2324;3780;1
7;35;217;777;3
7;140;448;574;3
7;63;154;301;3
7;70;224;287;3
14;210;1351;2814;1
28;217;1092;1512;1
7;77;301;917;3
14;91;252;217;3
7;42;189;819;3
7;105;378;1316;3
7;28;77;182;3
21;147;686;987;2
7;98;315;511;3
21;154;483;623;2
7;140;553;672;3
14;70;203;315;3
28;203;987;1512;1
7;70;329;1085;3
7;98;399;833;3
28;112;462;2135;2
21;133;497;581;2
7;49;140;147;3
7;112;406;630;3
14;252;1337;3549;1
14;28;91;280;3
14;210;1211;2016;2
21;140;616;1015;2
7;84;581;938;2
14;14;84;392;3
14;126;455;763;2
21;63;308;616;2
7;77;266;217;3
14;42;133;203;2
14;91;266;560;2
7;126;343;567;3
21;287;2891;5334;1
7;140;616;763;3
14;119;350;392;3
21;189;973;1225;2
14;119;924;1218;1
14;294;1729;2338;1
7;77;336;560;3
7;119;476;630;3
21;203;812;1344;2
7;189;791;966;2
7;112;434;840;3
14;77;315;686;2
7;35;105;119;3
21;161;805;1197;2
7;224;1148;1729;3
7;182;784;791;3
14;161;672;889;2
21;196;1463;2639;1
21;91;574;1225;2
21;42;189;511;2
21;287;1680;4375;1
7;147;413;441;3
21;182;826;1085;2
21;182;777;1113;2
21;210;875;987;2
7;91;224;175;3
7;42;140;238;3
0;35;70;98;3
35;189;1064;1043;1
7;21;112;203;3
7;189;1204;1785;1
21;238;1267;1330;2
21;224;1365;2317;1
14;91;273;455;2
14;112;476;1540;2
14;119;497;924;2
21;161;637;721;2
14;49;273;987;2
14;217;728;868;2
7;105;686;2163;1
21;315;3325;6615;1
7;98;371;1701;2
7;63;357;798;3
21;119;574;595;1
14;49;154;217;3
14;175;721;924;2
7;63;273;497;3
0;154;413;658;3
14;175;574;910;2
14;147;462;602;2
21;147;546;952;2
7;77;553;861;2
14;126;735;882;2
21;154;644;1477;2
21;161;770;1092;1
28;112;455;2156;2
7;126;644;910;3
28;140;588;805;2
7;91;427;903;3
0;189;707;749;3
21;224;1211;3087;1
21;329;2520;4627;1
21;147;889;994;2
7;175;1190;1519;1
21;203;1358;1617;1
14;189;1078;1386;2
14;203;1323;1673;1
7;168;1001;1134;3
14;168;931;1323;2
7;35;140;259;3
21;84;280;224;3
7;189;567;644;3
14;189;980;1239;2
14;161;679;903;2
14;7;14;21;3
21;392;3766;7231;1
21;245;1666;2247;1
21;203;791;1820;1
28;161;1120;3339;1
7;147;518;679;3
21;70;287;406;3
14;63;476;805;1
14;56;273;483;2
14;245;1183;2814;2
14;84;294;553;2
21;112;441;574;2
7;91;252;308;3
21;189;966;1372;2
21;210;840;1050;2
14;140;497;658;2
28;112;392;791;2
21;189;973;1491;2
21;119;497;679;2
14;70;322;560;2
14;168;1022;1022;2
14;56;140;175;2
14;154;903;1708;2
14;84;350;413;2
7;84;210;168;3
14;140;539;560;2
7;168;693;861;3
14;224;1323;1925;1
21;210;1386;2261;1
7;217;1064;1491;1
14;84;357;588;2
7;133;560;616;3
7;161;777;1519;3
21;105;658;1099;2
7;70;350;399;3
7;70;238;301;3
14;56;210;329;2
14;42;175;595;3
7;77;476;847;2
21;133;532;546;2
0;126;497;875;3
28;252;1141;2786;1
14;252;1477;2618;1
14;203;1225;1771;2
14;84;336;392;3
7;126;623;1057;3
7;140;742;966;3
7;133;707;3003;1
21;105;434;504;2
14;168;784;1428;2
7;21;105;259;3
21;119;483;2527;2
21;126;511;637;2
14;140;588;707;2
7;133;602;917;3
21;203;1085;1372;2
14;189;609;833;2
14;203;910;1295;2
7;224;994;1120;3
14;91;238;378;3
35;252;1498;1708;1
14;259;1883;2793;1
21;126;728;826;2
21;196;945;1645;2
21;203;1302;1785;1
7;231;1169;2688;1
21;210;1288;2471;1
14;70;294;812;2
21;133;546;574;2
14;77;329;693;2
7;28;70;161;3
7;77;294;714;3
14;112;525;630;2
7;49;161;336;3
7;49;175;364;3
21;126;413;560;2
14;196;693;735;2
21;0;0;0;3
14;105;329;259;3
7;35;105;126;3
14;175;2128;4690;2
7;161;805;1533;3
28;70;518;1246;1
7;182;826;1015;3
21;266;1708;5327;1
14;252;1288;1946;2
14;154;630;658;2
7;105;371;574;3
7;35;98;98;3
14;70;329;707;2
21;70;147;77;3
14;70;287;1449;2
21;161;1344;1722;1
7;63;231;350;3
14;126;476;567;2
21;119;448;441;2
7;28;91;154;3
14;182;840;952;2
7;196;1120;1274;3
21;175;805;1071;2
7;49;217;588;3
28;196;1365;1799;1
14;210;1533;1897;1
14;154;616;973;2
14;189;763;1057;2
14;112;280;287;3
21;196;903;1022;2
21;189;917;917;1
7;56;147;231;3
7;112;448;1225;3
7;28;77;231;3
14;147;441;630;2
14;154;644;1274;2
14;63;266;231;3
14;175;1050;1456;1
7;98;392;581;3
7;84;693;1421;1
7;140;714;861;3
21;105;511;1624;2
14;126;434;434;2
7;77;301;602;3
14;112;518;588;2
21;252;1260;1708;1
21;126;595;826;2
14;126;616;1113;2
14;287;1365;4347;1
14;105;560;651;2
7;252;1176;1421;1
7;98;371;588;3
7;98;210;196;3
21;483;4494;8869;1
14;168;854;973;2
7;63;238;245;3
7;21;63;140;3
21;63;238;266;3
21;329;1890;2485;1
7;42;126;189;3
14;161;700;2562;2
21;336;2079;3346;1
14;406;2513;4396;1
21;336;2254;4354;1
7;168;1043;2170;1
21;126;686;1218;2
7;105;385;546;3
7;140;679;1232;3
21;161;1001;3423;1
7;77;280;567;3
7;49;245;252;3
14;91;504;1036;2
14;140;588;511;2
7;84;287;273;3
21;161;980;1603;2
7;161;483;588;3
21;84;336;490;2
21;196;994;1204;2
14;161;994;1666;2
21;133;497;721;2
14;161;931;1176;2
7;126;511;1631;3
14;154;581;609;2
7;126;336;525;3
14;238;2590;4214;1
35;364;1673;1673;1
14;35;133;350;2
14;63;357;798;2
7;91;343;1316;3
28;105;427;1883;2
14;133;308;427;2
21;231;1106;1750;1
14;35;161;280;2
7;42;161;245;3
7;154;420;518;3
7;49;161;301;3
14;112;483;1295;2
21;147;812;1596;1
28;252;1589;2793;1
21;161;1204;3892;1
0;154;469;763;3
7;35;105;259;3
14;238;938;1099;2
7;245;1197;2373;2
14;259;1197;1435;1
28;182;1099;2996;1
7;56;119;189;3
14;161;819;1001;2
14;63;224;287;3
7;84;266;441;3
21;126;581;924;2
21;322;3003;5523;1
21;7;28;147;3
14;126;399;812;2
7;56;231;595;3
7;7;28;126;3
7;14;70;210;3
7;56;203;637;3
14;168;658;791;2
7;49;196;476;3
21;252;1113;1323;2
21;147;756;784;2
7;105;539;1428;1
7;28;161;1288;3
28;154;840;1470;1
21;105;385;448;2
14;203;847;1169;2
14;231;875;1085;2
21;273;1288;2954;2
21;35;105;175;2
21;91;392;756;2
14;168;399;406;3
21;70;266;308;3
21;140;882;1211;2
7;133;728;861;3
7;133;399;406;3
14;42;182;280;2
7;28;77;91;3
14;175;959;1302;2
7;63;294;665;3
21;168;595;623;2
14;154;987;2352;2
7;343;3850;6272;1
7;7;28;28;3
21;189;875;1358;2
0;0;0;0;3
14;189;1050;1225;2
21;154;1239;2702;1
7;413;3738;5992;1
14;112;511;658;2
7;70;378;644;3
28;245;1519;2534;1
21;147;1022;3206;1
7;98;518;1498;3
21;91;294;455;2
14;126;399;560;2
21;168;679;1120;2
7;133;399;644;3
14;35;105;175;3
7;49;140;189;3
7;126;532;714;3
7;70;301;406;3
7;63;301;497;3
28;238;1050;3171;1
14;287;1155;2450;1
35;217;952;2898;1
7;77;308;686;3
7;112;651;1624;3
14;147;798;805;2
7;112;553;1092;3
7;84;266;441;3
14;154;1106;3297;1
7;196;1162;1813;1
14;84;245;385;3
21;217;1225;1617;1
